Request time;Update time;Time;Temperature, deg. C;Humidity, pct;Pressure, mmHg;Precipitation, mm;Snowfall, sm;Snow depth, sm;Wind speed, m/s;Wind direction;Conditions;Road conditions;Visibility;UV index;Kp-index;Birch pollen, points
;2022-04-09 17:00:00;2022-04-15 05:00:00;+8;87;744;0;;;3-9;ЮВ;Пасмурно;Влажная дорога;;;2;
;2022-04-09 17:00:00;2022-04-15 08:00:00;+9;89;743;0,4;;;3-12;ЮВ;Пасмурно, небольшой дождь;Вода;;;2;
;2022-04-09 17:00:00;2022-04-15 11:00:00;+12;84;742;0,9;;;4-12;Ю;Пасмурно, небольшой дождь;Вода;;;2;
;2022-04-09 17:00:00;2022-04-15 14:00:00;+12;90;741;0,8;;;4-10;Ю;Пасмурно, небольшой дождь;Влажная дорога;;;2;
;2022-04-09 17:00:00;2022-04-15 17:00:00;+11;91;740;1,3;;;3-8;Ю;Пасмурно, дождь;Вода;;;2;
;2022-04-09 17:00:00;2022-04-15 20:00:00;+10;93;739;0,2;;;2-6;Ю;Пасмурно, небольшой дождь;Влажная дорога;;;2;
;2022-04-09 17:00:00;2022-04-15 23:00:00;+8;97;737;0;;;1-3;Ю;Пасмурно;Влажная дорога;;;2;
2022-04-10 05:25:21;2022-04-09 17:00:00;2022-04-16 02:00:00;+8;80;737;0;;;4-10;З;Пасмурно;Влажная дорога;;;2;
;2022-04-09 17:00:00;2022-04-16 05:00:00;+6;86;738;0;;;4-11;З;Пасмурно;Влажная дорога;;;2;
;2022-04-09 17:00:00;2022-04-16 08:00:00;+7;86;738;0;;;3-9;ЮЗ;Пасмурно;Сухая дорога;;;2;
;2022-04-09 17:00:00;2022-04-16 11:00:00;+8;84;738;0;;;4-7;ЮЗ;Пасмурно;Влажная дорога;;;2;
;2022-04-09 17:00:00;2022-04-16 14:00:00;+7;86;738;0,3;;;4-7;З;Пасмурно, небольшой дождь;Влажная дорога;;;2;
;2022-04-09 17:00:00;2022-04-16 17:00:00;+4;95;740;0,8;;;4-8;СЗ;Пасмурно, небольшой дождь;Влажная дорога;;;2;
;2022-04-09 17:00:00;2022-04-16 20:00:00;+3;94;741;0;;;3-8;СЗ;Пасмурно;Тающий снег;;;2;
;2022-04-09 17:00:00;2022-04-16 23:00:00;+1;96;743;0,8;;;3-8;СЗ;Пасмурно, небольшой дождь;Тающий снег;;;2;
2022-04-10 05:25:22;2022-04-09 17:00:00;2022-04-17 02:00:00;0;84;744;1;;;4-8;С;Пасмурно, снег с дождём;Тающий снег;;;2;
;2022-04-09 17:00:00;2022-04-17 05:00:00;-2;78;746;0;;;4-8;СЗ;Ясно;Гололедица;;;2;
;2022-04-09 17:00:00;2022-04-17 08:00:00;-1;59;747;0;;;4-7;СЗ;Ясно;Сухая дорога;;;2;
;2022-04-09 17:00:00;2022-04-17 11:00:00;+2;47;746;0;;;5-8;СЗ;Пасмурно;Сухая дорога;;;2;
;2022-04-09 17:00:00;2022-04-17 14:00:00;+4;43;746;0;;;5-8;З;Пасмурно;Сухая дорога;;;2;
;2022-04-09 17:00:00;2022-04-17 17:00:00;+5;41;746;0;;;4-8;З;Пасмурно;Сухая дорога;;;2;
;2022-04-09 17:00:00;2022-04-17 20:00:00;+1;58;746;0;;;3-9;З;Облачно;Сухая дорога;;;2;
;2022-04-09 17:00:00;2022-04-17 23:00:00;0;60;745;0;;;5-13;ЮЗ;Ясно;Сухая дорога;;;2;
2022-04-10 05:25:23;2022-04-09 17:00:00;2022-04-18 02:00:00;+1;64;744;0;;;5-13;ЮЗ;Малооблачно;Сухая дорога;;;2;
;2022-04-09 17:00:00;2022-04-18 05:00:00;+1;68;743;0;;;5-13;ЮЗ;Пасмурно;Сухая дорога;;;2;
;2022-04-09 17:00:00;2022-04-18 08:00:00;+3;64;743;0;;;6-12;З;Ясно;Сухая дорога;;;2;
;2022-04-09 17:00:00;2022-04-18 11:00:00;+6;52;743;0;;;6-12;З;Пасмурно;Сухая дорога;;;2;
;2022-04-09 17:00:00;2022-04-18 14:00:00;+9;39;742;0;;;7-12;З;Ясно;Сухая дорога;;;2;
;2022-04-09 17:00:00;2022-04-18 17:00:00;+9;46;741;0;;;6-13;З;Облачно;Сухая дорога;;;2;
;2022-04-09 17:00:00;2022-04-18 20:00:00;+7;53;742;0;;;5-11;З;Пасмурно;Сухая дорога;;;2;
;2022-04-09 17:00:00;2022-04-18 23:00:00;+6;58;743;0;;;5-12;З;Пасмурно;Сухая дорога;;;2;
2022-04-10 05:25:24;2022-04-09 17:00:00;2022-04-19 02:00:00;+5;63;743;0;;;5-14;ЮЗ;Ясно;Сухая дорога;;;2;
;2022-04-09 17:00:00;2022-04-19 05:00:00;+4;71;743;0;;;4-13;ЮЗ;Ясно;Сухая дорога;;;3;
;2022-04-09 17:00:00;2022-04-19 08:00:00;+6;70;744;0;;;5-13;ЮЗ;Ясно;Сухая дорога;;;3;
;2022-04-09 17:00:00;2022-04-19 11:00:00;+9;65;745;0;;;6-10;З;Пасмурно;Сухая дорога;;;3;
;2022-04-09 17:00:00;2022-04-19 14:00:00;+8;73;746;0;;;5-12;ЮЗ;Пасмурно;Сухая дорога;;;3;
;2022-04-09 17:00:00;2022-04-19 17:00:00;+12;56;746;0;;;4-12;З;Пасмурно;Сухая дорога;;;3;
;2022-04-09 17:00:00;2022-04-19 20:00:00;+9;63;746;0;;;3-8;ЮЗ;Пасмурно;Сухая дорога;;;3;
;2022-04-09 17:00:00;2022-04-19 23:00:00;+7;64;748;0;;;3-10;ЮЗ;Пасмурно;Сухая дорога;;;3;
2022-04-10 17:25:17;;2022-04-10 02:00:00;-2;83;755;0;;;1;В;Ясно;Влажная дорога;;;3;
;;2022-04-10 05:00:00;-3;86;755;0;;;0;-;Ясно;Сухая дорога;;;3;
;;2022-04-10 08:00:00;0;70;756;0;;;1;В;Ясно;Сухая дорога;;;4;
;;2022-04-10 11:00:00;+6;54;756;0;;;1;ЮВ;Пасмурно;Сухая дорога;;;3;
;;2022-04-10 14:00:00;+11;39;756;0;;;2;ЮВ;Облачно;Сухая дорога;;;4;
;2022-04-10 05:00:00;2022-04-10 17:00:00;+6;87;756;0;;;4-9;ЮВ;Пасмурно;Сухая дорога;;;3;
;2022-04-10 05:00:00;2022-04-10 20:00:00;+2;95;756;0;;;3-9;ЮВ;Пасмурно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-10 23:00:00;+1;97;756;0;;;2-10;ЮВ;Пасмурно;Сухая дорога;;;2;
2022-04-10 17:25:18;2022-04-10 05:00:00;2022-04-11 02:00:00;-1;96;756;0;;;2-8;В;Облачно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-11 05:00:00;-2;95;756;0;;;2-7;В;Малооблачно;Сухая дорога;;;3;
;2022-04-10 05:00:00;2022-04-11 08:00:00;+2;86;755;0;;;2-7;ЮВ;Ясно;Сухая дорога;;;3;
;2022-04-10 05:00:00;2022-04-11 11:00:00;+7;71;755;0;;;3-6;ЮВ;Ясно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-11 14:00:00;+9;68;755;0;;;4-6;ЮВ;Облачно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-11 17:00:00;+9;77;755;0;;;3-7;ЮВ;Ясно;Сухая дорога;;;1;
;2022-04-10 05:00:00;2022-04-11 20:00:00;+4;94;755;0;;;2-6;В;Малооблачно;Сухая дорога;;;1;
;2022-04-10 05:00:00;2022-04-11 23:00:00;+2;95;755;0;;;2-8;В;Ясно;Сухая дорога;;;2;
2022-04-10 17:25:19;2022-04-10 05:00:00;2022-04-12 02:00:00;0;95;754;0;;;2-5;В;Ясно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-12 05:00:00;-1;94;754;0;;;2-4;СВ;Пасмурно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-12 08:00:00;+2;81;754;0;;;2-5;В;Малооблачно;Сухая дорога;;;1;
;2022-04-10 05:00:00;2022-04-12 11:00:00;+7;68;753;0;;;3-5;В;Пасмурно;Сухая дорога;;;1;
;2022-04-10 05:00:00;2022-04-12 14:00:00;+9;63;753;0;;;4-5;В;Пасмурно;Сухая дорога;;;1;
;2022-04-10 05:00:00;2022-04-12 17:00:00;+8;74;753;0;;;4-8;В;Пасмурно;Сухая дорога;;;1;
;2022-04-10 05:00:00;2022-04-12 20:00:00;+5;87;753;0;;;3-9;В;Пасмурно;Сухая дорога;;;1;
;2022-04-10 05:00:00;2022-04-12 23:00:00;+3;91;752;0;;;3-9;В;Пасмурно;Сухая дорога;;;2;
2022-04-10 17:25:20;2022-04-10 05:00:00;2022-04-13 02:00:00;+2;93;752;0;;;2-8;В;Пасмурно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-13 05:00:00;+2;92;752;0;;;2-5;В;Пасмурно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-13 08:00:00;+4;84;751;0;;;2-6;В;Облачно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-13 11:00:00;+8;68;751;0;;;3-5;В;Облачно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-13 14:00:00;+10;64;750;0;;;4-5;В;Пасмурно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-13 17:00:00;+10;64;750;0;;;3-6;ЮВ;Пасмурно;Влажная дорога;;;2;
;2022-04-10 05:00:00;2022-04-13 20:00:00;+8;83;749;0;;;2;СВ;Пасмурно;Влажная дорога;;;2;
;2022-04-10 05:00:00;2022-04-13 23:00:00;+7;89;749;0,4;;;2-1;СВ;Пасмурно, небольшой дождь;Влажная дорога;;;2;
2022-04-10 17:25:21;2022-04-10 05:00:00;2022-04-14 02:00:00;+6;92;748;0;;;0-1;-;Пасмурно;Влажная дорога;;;2;
;2022-04-10 05:00:00;2022-04-14 05:00:00;+5;95;748;0;;;2;ЮЗ;Пасмурно;Влажная дорога;;;2;
;2022-04-10 05:00:00;2022-04-14 08:00:00;+7;87;748;0;;;1-2;З;Ясно;Влажная дорога;;;2;
;2022-04-10 05:00:00;2022-04-14 11:00:00;+12;67;748;0;;;1;З;Ясно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-14 14:00:00;+15;55;748;0;;;1-2;Ю;Ясно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-14 17:00:00;+14;58;748;0;;;2;Ю;Ясно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-14 20:00:00;+11;81;749;0;;;2-5;ЮВ;Облачно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-14 23:00:00;+9;92;748;0;;;2-5;ЮВ;Облачно;Сухая дорога;;;2;
2022-04-10 17:25:22;2022-04-10 05:00:00;2022-04-15 02:00:00;+9;94;748;0;;;2-4;ЮВ;Пасмурно;Влажная дорога;;;2;
;2022-04-10 05:00:00;2022-04-15 05:00:00;+9;94;747;0,4;;;2-10;Ю;Пасмурно, небольшой дождь;Вода;;;2;
;2022-04-10 05:00:00;2022-04-15 08:00:00;+11;90;746;0,4;;;2-8;ЮВ;Пасмурно, небольшой дождь;Вода;;;2;
;2022-04-10 05:00:00;2022-04-15 11:00:00;+14;70;745;0;;;4-10;ЮВ;Пасмурно;Влажная дорога;;;2;
;2022-04-10 05:00:00;2022-04-15 14:00:00;+15;64;743;0;;;4-11;ЮВ;Пасмурно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-15 17:00:00;+18;58;740;0;;;5-11;Ю;Ясно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-15 20:00:00;+13;73;740;0;;;5-11;З;Малооблачно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-15 23:00:00;+9;79;741;0;;;4-12;З;Ясно;Сухая дорога;;;2;
2022-04-10 17:25:23;2022-04-10 05:00:00;2022-04-16 02:00:00;+8;81;741;0;;;4-11;ЮЗ;Ясно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-16 05:00:00;+6;83;740;0;;;3-10;ЮЗ;Облачно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-16 08:00:00;+8;81;740;0;;;4-10;ЮЗ;Пасмурно;Влажная дорога;;;2;
;2022-04-10 05:00:00;2022-04-16 11:00:00;+10;63;740;0;;;5-9;ЮЗ;Пасмурно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-16 14:00:00;+10;61;740;0;;;5-9;ЮЗ;Пасмурно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-16 17:00:00;+8;74;740;0,2;;;4-9;ЮЗ;Пасмурно, небольшой дождь;Влажная дорога;;;2;
;2022-04-10 05:00:00;2022-04-16 20:00:00;+7;77;740;0;;;5-9;ЮЗ;Облачно;Влажная дорога;;;2;
;2022-04-10 05:00:00;2022-04-16 23:00:00;+6;83;740;0;;;4-10;ЮЗ;Пасмурно;Тающий снег;;;2;
2022-04-10 17:25:24;2022-04-10 05:00:00;2022-04-17 02:00:00;+3;95;741;0,6;;;4-7;СЗ;Пасмурно, небольшой дождь;Тающий снег;;;2;
;2022-04-10 05:00:00;2022-04-17 05:00:00;0;87;743;0,7;;;4-7;С;Пасмурно, небольшой снег с дождём;Тающий снег;;;2;
;2022-04-10 05:00:00;2022-04-17 08:00:00;0;71;744;0;;;4-6;С;Ясно;Снежный налёт;;;2;
;2022-04-10 05:00:00;2022-04-17 11:00:00;+4;56;745;0;;;3-5;СЗ;Пасмурно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-17 14:00:00;+4;57;745;0;;;3-4;СЗ;Пасмурно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-17 17:00:00;+5;50;744;0;;;3-5;СЗ;Пасмурно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-17 20:00:00;+3;57;744;0;;;2-7;З;Малооблачно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-17 23:00:00;0;69;744;0;;;3-9;З;Ясно;Сухая дорога;;;2;
2022-04-10 17:25:25;2022-04-10 05:00:00;2022-04-18 02:00:00;0;70;743;0;;;3-11;З;Ясно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-18 05:00:00;0;69;743;0;;;4-12;З;Ясно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-18 08:00:00;+2;62;743;0;;;5-11;З;Ясно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-18 11:00:00;+6;51;743;0;;;6-10;З;Пасмурно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-18 14:00:00;+7;50;743;0;;;6-10;З;Пасмурно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-18 17:00:00;+7;55;743;0;;;5-10;З;Пасмурно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-18 20:00:00;+5;68;744;0;;;4-9;З;Пасмурно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-18 23:00:00;+4;76;745;0;;;3-9;З;Пасмурно;Сухая дорога;;;2;
2022-04-10 17:25:26;2022-04-10 05:00:00;2022-04-19 02:00:00;+3;77;746;0;;;3-10;З;Пасмурно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-19 05:00:00;+2;83;746;0;;;3-9;З;Пасмурно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-19 08:00:00;+3;73;746;0;;;3-9;З;Пасмурно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-19 11:00:00;+7;51;746;0;;;4-7;З;Пасмурно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-19 14:00:00;+10;39;746;0;;;4-7;З;Пасмурно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-19 17:00:00;+11;47;746;0;;;5-7;ЮЗ;Пасмурно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-19 20:00:00;+8;65;746;0;;;3-8;ЮЗ;Пасмурно;Сухая дорога;;;2;
;2022-04-10 05:00:00;2022-04-19 23:00:00;+6;85;746;0;;;4-9;ЮЗ;Пасмурно;Сухая дорога;;;2;
2022-04-11 05:25:14;;2022-04-11 02:00:00;+4;55;756;0;;;1;ЮВ;Ясно;Сухая дорога;;;3;
;;2022-04-11 05:00:00;+3;57;755;0;;;1;ЮВ;Ясно;Сухая дорога;;;3;
;2022-04-10 17:00:00;2022-04-11 08:00:00;+2;85;756;0;;;2-7;ЮВ;Ясно;Сухая дорога;;;3;
;2022-04-10 17:00:00;2022-04-11 11:00:00;+7;71;755;0;;;3-6;ЮВ;Ясно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-11 14:00:00;+9;67;755;0;;;4-6;ЮВ;Ясно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-11 17:00:00;+9;74;755;0;;;3-7;ЮВ;Ясно;Сухая дорога;;;1;
;2022-04-10 17:00:00;2022-04-11 20:00:00;+4;95;755;0;;;2-5;В;Облачно;Сухая дорога;;;1;
;2022-04-10 17:00:00;2022-04-11 23:00:00;+2;95;755;0;;;2-6;В;Ясно;Сухая дорога;;;2;
2022-04-11 05:25:15;2022-04-10 17:00:00;2022-04-12 02:00:00;0;95;755;0;;;1-3;В;Ясно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-12 05:00:00;-1;94;755;0;;;1-4;В;Ясно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-12 08:00:00;+3;78;755;0;;;2-5;В;Ясно;Сухая дорога;;;1;
;2022-04-10 17:00:00;2022-04-12 11:00:00;+8;64;754;0;;;3-5;В;Облачно;Сухая дорога;;;1;
;2022-04-10 17:00:00;2022-04-12 14:00:00;+10;62;754;0;;;4-5;В;Пасмурно;Сухая дорога;;;1;
;2022-04-10 17:00:00;2022-04-12 17:00:00;+9;67;754;0;;;3-6;В;Пасмурно;Сухая дорога;;;1;
;2022-04-10 17:00:00;2022-04-12 20:00:00;+6;86;754;0;;;3-9;В;Пасмурно;Сухая дорога;;;1;
;2022-04-10 17:00:00;2022-04-12 23:00:00;+4;88;754;0;;;3-10;В;Пасмурно;Сухая дорога;;;2;
2022-04-11 05:25:16;2022-04-10 17:00:00;2022-04-13 02:00:00;+3;90;753;0;;;2-7;В;Пасмурно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-13 05:00:00;+2;91;753;0;;;2-5;В;Пасмурно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-13 08:00:00;+4;83;752;0;;;2-5;В;Пасмурно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-13 11:00:00;+9;65;752;0;;;3-5;В;Малооблачно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-13 14:00:00;+11;59;752;0;;;4-6;ЮВ;Пасмурно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-13 17:00:00;+12;62;752;0;;;4-6;ЮВ;Ясно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-13 20:00:00;+8;83;752;0;;;2-7;В;Ясно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-13 23:00:00;+6;86;751;0;;;2-9;В;Пасмурно;Сухая дорога;;;2;
2022-04-11 05:25:17;2022-04-10 17:00:00;2022-04-14 02:00:00;+5;86;750;0;;;2-6;В;Пасмурно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-14 05:00:00;+4;87;749;0;;;2-4;ЮВ;Пасмурно;Влажная дорога;;;2;
;2022-04-10 17:00:00;2022-04-14 08:00:00;+5;86;749;0;;;2-4;В;Пасмурно;Влажная дорога;;;2;
;2022-04-10 17:00:00;2022-04-14 11:00:00;+7;82;749;0;;;2-3;ЮВ;Пасмурно;Влажная дорога;;;2;
;2022-04-10 17:00:00;2022-04-14 14:00:00;+11;75;748;0;;;2-4;Ю;Пасмурно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-14 17:00:00;+11;86;748;0;;;2-3;ЮВ;Пасмурно;Влажная дорога;;;2;
;2022-04-10 17:00:00;2022-04-14 20:00:00;+8;96;748;0;;;2-3;ЮВ;Ясно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-14 23:00:00;+7;96;748;0;;;2-1;ЮВ;Пасмурно;Сухая дорога;;;2;
2022-04-11 05:25:18;2022-04-10 17:00:00;2022-04-15 02:00:00;+7;96;747;0;;;2;ЮВ;Пасмурно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-15 05:00:00;+8;95;746;0;;;2-3;ЮВ;Пасмурно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-15 08:00:00;+9;92;746;0;;;2-6;ЮВ;Пасмурно;Влажная дорога;;;2;
;2022-04-10 17:00:00;2022-04-15 11:00:00;+14;66;745;0;;;4-10;Ю;Пасмурно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-15 14:00:00;+16;60;743;0;;;5-9;Ю;Пасмурно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-15 17:00:00;+17;61;742;0;;;4-7;Ю;Ясно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-15 20:00:00;+13;69;742;0;;;5-10;З;Облачно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-15 23:00:00;+9;66;743;0;;;5-12;З;Ясно;Сухая дорога;;;2;
2022-04-11 05:25:19;2022-04-10 17:00:00;2022-04-16 02:00:00;+6;72;743;0;;;3-10;ЮЗ;Ясно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-16 05:00:00;+5;80;743;0;;;3-10;ЮЗ;Ясно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-16 08:00:00;+7;73;743;0;;;3-9;ЮЗ;Пасмурно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-16 11:00:00;+10;57;742;0;;;4-7;ЮЗ;Пасмурно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-16 14:00:00;+11;56;742;0;;;4-8;З;Облачно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-16 17:00:00;+11;53;742;0;;;4-6;З;Пасмурно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-16 20:00:00;+8;77;743;0;;;2-5;З;Пасмурно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-16 23:00:00;+6;87;743;0;;;2;СЗ;Облачно;Сухая дорога;;;2;
2022-04-11 05:25:20;2022-04-10 17:00:00;2022-04-17 02:00:00;+4;91;743;0;;;1;СЗ;Пасмурно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-17 05:00:00;+5;91;744;0;;;1-2;С;Пасмурно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-17 08:00:00;+4;93;746;0;;;3-5;С;Пасмурно;Тающий снег;;;2;
;2022-04-10 17:00:00;2022-04-17 11:00:00;+2;98;747;0,2;;;3-5;С;Пасмурно, небольшой дождь;Тающий снег;;;2;
;2022-04-10 17:00:00;2022-04-17 14:00:00;+2;90;749;0;;;3-5;С;Пасмурно;Влажная дорога;;;2;
;2022-04-10 17:00:00;2022-04-17 17:00:00;+3;76;749;0;;;3-4;С;Пасмурно;Влажная дорога;;;2;
;2022-04-10 17:00:00;2022-04-17 20:00:00;+2;77;751;0;;;3-5;С;Пасмурно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-17 23:00:00;0;80;751;0;;;2-6;С;Пасмурно;Сухая дорога;;;2;
2022-04-11 05:25:21;2022-04-10 17:00:00;2022-04-18 02:00:00;-2;87;752;0;;;2-5;С;Ясно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-18 05:00:00;-2;86;752;0;;;2-5;С;Ясно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-18 08:00:00;0;68;752;0;;;2-4;СВ;Ясно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-18 11:00:00;+4;45;752;0;;;2-3;СВ;Ясно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-18 14:00:00;+6;36;751;0;;;2;С;Малооблачно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-18 17:00:00;+6;35;750;0;;;1-2;С;Облачно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-18 20:00:00;+3;51;749;0;;;0;-;Ясно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-18 23:00:00;+1;61;749;0;;;2-1;Ю;Ясно;Сухая дорога;;;2;
2022-04-11 05:25:22;2022-04-10 17:00:00;2022-04-19 02:00:00;0;68;749;0;;;2-4;ЮЗ;Ясно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-19 05:00:00;0;73;749;0;;;2;З;Ясно;Сухая дорога;;;3;
;2022-04-10 17:00:00;2022-04-19 08:00:00;+3;56;749;0;;;2-4;З;Ясно;Сухая дорога;;;3;
;2022-04-10 17:00:00;2022-04-19 11:00:00;+7;38;748;0;;;3-4;З;Ясно;Сухая дорога;;;3;
;2022-04-10 17:00:00;2022-04-19 14:00:00;+9;32;747;0;;;3-4;З;Ясно;Сухая дорога;;;3;
;2022-04-10 17:00:00;2022-04-19 17:00:00;+10;31;746;0;;;4-6;З;Ясно;Сухая дорога;;;3;
;2022-04-10 17:00:00;2022-04-19 20:00:00;+6;51;747;0;;;2-6;З;Облачно;Сухая дорога;;;3;
;2022-04-10 17:00:00;2022-04-19 23:00:00;+3;64;747;0;;;3-10;З;Облачно;Сухая дорога;;;3;
2022-04-11 05:25:23;2022-04-10 17:00:00;2022-04-20 02:00:00;+2;67;747;0;;;3-10;ЮЗ;Пасмурно;Сухая дорога;;;3;
;2022-04-10 17:00:00;2022-04-20 05:00:00;+2;68;748;0;;;3-11;З;Пасмурно;Сухая дорога;;;3;
;2022-04-10 17:00:00;2022-04-20 08:00:00;+4;63;749;0;;;4-10;З;Пасмурно;Сухая дорога;;;3;
;2022-04-10 17:00:00;2022-04-20 11:00:00;+6;72;749;0;;;4-7;З;Пасмурно;Сухая дорога;;;3;
;2022-04-10 17:00:00;2022-04-20 14:00:00;+6;79;750;0;;;4-8;З;Пасмурно;Сухая дорога;;;3;
;2022-04-10 17:00:00;2022-04-20 17:00:00;+11;56;750;0;;;1-4;З;Пасмурно;Сухая дорога;;;3;
;2022-04-10 17:00:00;2022-04-20 20:00:00;+8;70;750;0;;;1;Ю;Пасмурно;Сухая дорога;;;3;
;2022-04-10 17:00:00;2022-04-20 23:00:00;+7;75;751;0;;;2-4;Ю;Пасмурно;Сухая дорога;;;3;
2022-04-11 17:25:19;;2022-04-11 02:00:00;+4;55;756;0;;;1;ЮВ;Ясно;Сухая дорога;;;3;
;;2022-04-11 05:00:00;+3;57;755;0;;;1;ЮВ;Ясно;Сухая дорога;;;3;
;;2022-04-11 08:00:00;+2;66;756;0;;;1;В;Ясно;Сухая дорога;;;4;
;;2022-04-11 11:00:00;+10;36;755;0;;;1;СВ;Ясно;Сухая дорога;;;3;
;;2022-04-11 14:00:00;+14;26;755;0;;;2;ЮВ;Ясно;Сухая дорога;;;3;
;2022-04-10 17:00:00;2022-04-11 17:00:00;+9;74;755;0;;;3-7;ЮВ;Ясно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-11 20:00:00;+4;95;755;0;;;2-5;В;Облачно;Сухая дорога;;;1;
;2022-04-10 17:00:00;2022-04-11 23:00:00;+2;95;755;0;;;2-6;В;Ясно;Сухая дорога;;;2;
2022-04-11 17:25:20;2022-04-10 17:00:00;2022-04-12 02:00:00;0;95;755;0;;;1-3;В;Ясно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-12 05:00:00;-1;94;755;0;;;1-4;В;Ясно;Сухая дорога;;;2;
;2022-04-10 17:00:00;2022-04-12 08:00:00;+3;78;755;0;;;2-5;В;Ясно;Сухая дорога;;;2;
