Request time;Update time;Time;Min/max temperature, deg. C;Pressure, mmHg;Wind speed, m/s;Wind direction;Precipitation, mm;Probability of precipitation, pct;Conditions
;;2022-05-03 02:00:00;-1;748;3;З;0;-;Облачно с прояснениями, без осадков
;;2022-05-03 14:00:00;15;750;4;Ю-З;0;-;Переменная облачность, без осадков
;;2022-05-04 02:00:00;1;748;4;Ю;0;-;Небольшая облачность, без осадков
;;2022-05-04 14:00:00;19;744;5;Ю-З;0;-;Переменная облачность, без осадков
;;2022-05-05 02:00:00;4;740;4;Ю-З;0.5;85;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-05-05 14:00:00;15;741;4;З;3.3;76;Облачно, небольшой дождь
;;2022-05-06 02:00:00;-1;744;4;С-З;1.7;83;Облачно, небольшие осадки
;;2022-05-06 14:00:00;10;750;4;С-З;0.5;59;Облачно, временами небольшой дождь
;;2022-05-07 02:00:00;-3;755;3;З;0;-;Переменная облачность, без осадков
;;2022-05-07 14:00:00;12;755;4;З;0.4;79;Облачно, временами небольшой дождь
;;2022-05-08 02:00:00;-2;755;4;З;0.1;73;Облачно, небольшой кратковременный снег
;;2022-05-08 14:00:00;17;757;4;З;0.2;75;Облачно, временами небольшой дождь
2022-05-03 05:25:08;в 18:15 МСК;2022-05-03 14:00:00;15;749;4;Ю-З;0;-;Переменная облачность, без осадков
;;2022-05-04 02:00:00;1;747;4;Ю;0;-;Небольшая облачность, без осадков
;;2022-05-04 14:00:00;19;744;5;Ю-З;0;-;Переменная облачность, без осадков
;;2022-05-05 02:00:00;4;740;4;Ю-З;0.5;85;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-05-05 14:00:00;15;740;4;З;3.3;76;Облачно, небольшой дождь
;;2022-05-06 02:00:00;-1;743;4;С-З;1.7;83;Облачно, небольшие осадки
;;2022-05-06 14:00:00;10;750;4;С-З;0.5;59;Облачно, временами небольшой дождь
;;2022-05-07 02:00:00;-3;754;3;З;0;-;Переменная облачность, без осадков
;;2022-05-07 14:00:00;12;755;4;З;0.4;79;Облачно, временами небольшой дождь
;;2022-05-08 02:00:00;-2;755;4;З;0.1;73;Облачно, небольшой кратковременный снег
;;2022-05-08 14:00:00;17;756;4;З;0.2;75;Облачно, временами небольшой дождь
;;2022-05-09 02:00:00;0;756;2;Ю-З;0;-;Переменная облачность, без осадков
;;2022-05-09 14:00:00;19;754;3;Ю-З;0;-;Облачно, без осадков
2022-05-03 17:25:06;в 10:15 МСК;2022-05-03 14:00:00;14;749;4;Ю-З;0.1;99;Облачно с прояснениями, без осадков
;;2022-05-04 02:00:00;2;747;4;Ю;0;-;Небольшая облачность, без осадков
;;2022-05-04 14:00:00;19;744;5;Ю-З;0;-;Небольшая облачность, без осадков
;;2022-05-05 02:00:00;5;741;3;Ю-З;0;-;Облачно, без осадков
;;2022-05-05 14:00:00;15;741;3;З;10.3;87;Облачно, дождь
;;2022-05-06 02:00:00;-1;742;4;С-З;13.3;76;Облачно, осадки
;;2022-05-06 14:00:00;9;750;5;С-З;1;85;Облачно, небольшой дождь
;;2022-05-07 02:00:00;-3;755;4;З;0;-;Переменная облачность, без осадков
;;2022-05-07 14:00:00;14;755;4;З;0.2;63;Облачно с прояснениями, временами небольшой дождь
;;2022-05-08 02:00:00;1;756;3;Ю-З;0;-;Переменная облачность, без осадков
;;2022-05-08 14:00:00;17;756;3;З;0;-;Облачно с прояснениями, без осадков
;;2022-05-09 02:00:00;1;753;2;Ю;0;-;Переменная облачность, без осадков
;;2022-05-09 14:00:00;21;751;3;Ю;0;-;Облачно с прояснениями, без осадков
2022-05-04 05:25:06;в 18:15 МСК;2022-05-04 14:00:00;19;744;5;Ю-З;0;-;Небольшая облачность, без осадков
;;2022-05-05 02:00:00;5;741;4;Ю-З;0;-;Облачно, без осадков
;;2022-05-05 14:00:00;17;741;3;З;10.3;87;Облачно, дождь
;;2022-05-06 02:00:00;-1;742;5;С-З;13.3;87;Облачно, осадки
;;2022-05-06 14:00:00;9;750;6;С-З;1;85;Облачно, небольшой дождь
;;2022-05-07 02:00:00;-3;754;3;З;0;-;Переменная облачность, без осадков
;;2022-05-07 14:00:00;14;754;4;З;0.2;63;Облачно с прояснениями, временами небольшой дождь
;;2022-05-08 02:00:00;1;755;4;З;0;-;Переменная облачность, без осадков
;;2022-05-08 14:00:00;18;755;3;Ю-З;0;-;Облачно с прояснениями, без осадков
;;2022-05-09 02:00:00;1;753;3;Ю;0;-;Переменная облачность, без осадков
;;2022-05-09 14:00:00;20;750;4;Ю-В;0;-;Облачно с прояснениями, без осадков
;;2022-05-10 02:00:00;4;749;1;Ю-З;0;-;Облачно, без осадков
;;2022-05-10 14:00:00;21;748;2;С-В;0.2;74;Облачно, без осадков
2022-05-04 17:25:06;в 10:30 МСК;2022-05-04 14:00:00;20;743;5;Ю-З;0;-;Облачно с прояснениями, без осадков
;;2022-05-05 02:00:00;5;740;3;Ю-З;0.3;70;Облачно, временами небольшой дождь
;;2022-05-05 14:00:00;15;742;3;З;11.7;76;Облачно, дождь
;;2022-05-06 02:00:00;-1;741;5;С-З;19.8;91;Облачно, осадки
;;2022-05-06 14:00:00;10;750;6;С-З;0.6;62;Облачно с прояснениями, временами небольшой дождь
;;2022-05-07 02:00:00;-3;756;3;З;0;-;Небольшая облачность, без осадков
;;2022-05-07 14:00:00;16;757;5;З;0;-;Облачно с прояснениями, без осадков
;;2022-05-08 02:00:00;2;758;4;З;0;-;Небольшая облачность, без осадков
;;2022-05-08 14:00:00;19;757;2;Ю-З;0;-;Переменная облачность, без осадков
;;2022-05-09 02:00:00;4;754;3;Ю-В;0;-;Облачно с прояснениями, без осадков
;;2022-05-09 14:00:00;20;750;4;Ю-В;0;-;Облачно, без осадков
;;2022-05-10 02:00:00;6;744;3;В;0.6;58;Облачно, небольшой дождь
;;2022-05-10 14:00:00;17;743;3;З;1;55;Облачно, временами небольшой дождь
2022-05-05 05:25:07;в 18:16 МСК;2022-05-05 14:00:00;15;742;3;З;11.7;76;Облачно, дождь
;;2022-05-06 02:00:00;0;740;5;С-З;19.8;91;Облачно, осадки
;;2022-05-06 14:00:00;10;749;6;С-З;0.6;62;Облачно с прояснениями, временами небольшой дождь
;;2022-05-07 02:00:00;-3;756;3;З;0;-;Небольшая облачность, без осадков
;;2022-05-07 14:00:00;15;757;5;З;0;-;Облачно с прояснениями, без осадков
;;2022-05-08 02:00:00;2;757;4;З;0;-;Небольшая облачность, без осадков
;;2022-05-08 14:00:00;19;757;2;Ю-З;0;-;Переменная облачность, без осадков
;;2022-05-09 02:00:00;4;754;3;Ю-В;0;-;Облачно с прояснениями, без осадков
;;2022-05-09 14:00:00;20;749;4;Ю-В;0;-;Облачно, без осадков
;;2022-05-10 02:00:00;6;744;3;В;0.6;58;Облачно, небольшой дождь
;;2022-05-10 14:00:00;17;742;3;З;1;55;Облачно, временами небольшой дождь
;;2022-05-11 02:00:00;6;740;2;Ю;0.2;74;Облачно, небольшой кратковременный дождь
;;2022-05-11 14:00:00;17;741;1;Ю-З;0;-;Облачно, без осадков
2022-05-05 17:25:07;в 10:29 МСК;2022-05-05 14:00:00;15;741;2;С;2.2;93;Облачно, дождь
;;2022-05-06 02:00:00;-1;739;6;С-З;16.4;95;Облачно, снег
;;2022-05-06 14:00:00;9;749;6;С-З;0.6;70;Облачно с прояснениями, небольшой дождь
;;2022-05-07 02:00:00;-4;755;4;З;0;-;Небольшая облачность, без осадков
;;2022-05-07 14:00:00;15;756;4;З;0;-;Облачно с прояснениями, без осадков
;;2022-05-08 02:00:00;2;757;4;З;0.2;84;Переменная облачность, небольшие кратковременные осадки
;;2022-05-08 14:00:00;18;757;3;З;0.9;58;Облачно с прояснениями, временами небольшой дождь
;;2022-05-09 02:00:00;2;756;3;Ю;0;-;Переменная облачность, без осадков
;;2022-05-09 14:00:00;20;754;4;Ю-В;0;-;Облачно с прояснениями, без осадков
;;2022-05-10 02:00:00;7;751;4;Ю-В;0;-;Облачно, без осадков
;;2022-05-10 14:00:00;20;749;4;Ю-В;0;-;Облачно, без осадков
;;2022-05-11 02:00:00;6;747;2;Ю-В;0.1;75;Облачно, небольшой кратковременный дождь
;;2022-05-11 14:00:00;17;745;1;Ю-З;0;-;Облачно, без осадков
2022-05-06 05:25:08;в 18:15 МСК;2022-05-06 14:00:00;9;749;6;С-З;0.6;70;Облачно с прояснениями, небольшой дождь
;;2022-05-07 02:00:00;-4;755;4;З;0;-;Небольшая облачность, без осадков
;;2022-05-07 14:00:00;15;756;4;З;0;-;Облачно с прояснениями, без осадков
;;2022-05-08 02:00:00;2;757;4;З;0.2;84;Переменная облачность, небольшие кратковременные осадки
;;2022-05-08 14:00:00;18;757;3;З;0.9;58;Облачно с прояснениями, временами небольшой дождь
;;2022-05-09 02:00:00;2;756;3;Ю;0;-;Переменная облачность, без осадков
;;2022-05-09 14:00:00;20;753;4;Ю-В;0;-;Облачно с прояснениями, без осадков
;;2022-05-10 02:00:00;7;751;4;Ю-В;0;-;Облачно, без осадков
;;2022-05-10 14:00:00;20;749;4;Ю-В;0;-;Облачно, без осадков
;;2022-05-11 02:00:00;6;747;2;Ю-В;0.1;75;Облачно, небольшой кратковременный дождь
;;2022-05-11 14:00:00;17;744;1;Ю-З;0;-;Облачно, без осадков
;;2022-05-12 02:00:00;5;742;2;Ю;0;-;Облачно, без осадков
;;2022-05-12 14:00:00;19;742;2;З;0;-;Облачно, без осадков
2022-05-06 17:25:06;в 10:29 МСК;2022-05-06 14:00:00;9;749;7;С-З;0.6;58;Облачно с прояснениями, временами небольшой дождь
;;2022-05-07 02:00:00;-3;755;4;З;0;-;Переменная облачность, без осадков
;;2022-05-07 14:00:00;15;756;5;З;0.1;65;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-05-08 02:00:00;2;758;4;З;0;-;Небольшая облачность, без осадков
;;2022-05-08 14:00:00;18;758;3;Ю-З;0.1;80;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-05-09 02:00:00;2;755;3;Ю;0;-;Облачно, без осадков
;;2022-05-09 14:00:00;19;752;4;Ю-В;0;-;Облачно, без осадков
;;2022-05-10 02:00:00;6;745;4;В;0.7;83;Облачно, временами небольшой дождь
;;2022-05-10 14:00:00;18;740;3;Ю-В;0.6;83;Облачно, небольшой дождь
;;2022-05-11 02:00:00;7;740;1;Ю-З;0.1;68;Облачно, небольшой кратковременный дождь
;;2022-05-11 14:00:00;16;743;4;З;0.3;68;Облачно с прояснениями, временами небольшой дождь
;;2022-05-12 02:00:00;3;746;3;Ю-З;0;-;Переменная облачность, без осадков
;;2022-05-12 14:00:00;19;742;2;Ю;1.3;75;Облачно, небольшой дождь
2022-05-07 05:25:06;в 18:16 МСК;2022-05-07 14:00:00;15;756;5;З;0.1;65;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-05-08 02:00:00;2;757;4;З;0;-;Небольшая облачность, без осадков
;;2022-05-08 14:00:00;18;758;3;Ю-З;0.1;80;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-05-09 02:00:00;2;754;3;Ю;0;-;Облачно, без осадков
;;2022-05-09 14:00:00;19;752;4;Ю-В;0;-;Облачно, без осадков
;;2022-05-10 02:00:00;6;744;4;В;0.7;83;Облачно, временами небольшой дождь
;;2022-05-10 14:00:00;18;739;3;Ю-В;0.6;83;Облачно, небольшой дождь
;;2022-05-11 02:00:00;7;739;1;Ю-З;0.1;68;Облачно, небольшой кратковременный дождь
;;2022-05-11 14:00:00;16;743;4;З;0.3;68;Облачно с прояснениями, временами небольшой дождь
;;2022-05-12 02:00:00;3;745;3;Ю-З;0;-;Переменная облачность, без осадков
;;2022-05-12 14:00:00;19;741;2;Ю;1.3;75;Облачно, небольшой дождь
;;2022-05-13 02:00:00;5;738;2;З;0;-;Облачно, без осадков
;;2022-05-13 14:00:00;16;735;1;З;0;-;Облачно, без осадков
2022-05-07 17:25:06;в 10:29 МСК;2022-05-07 14:00:00;15;757;6;З;0;-;Облачно с прояснениями, без осадков
;;2022-05-08 02:00:00;2;758;4;З;0;-;Небольшая облачность, без осадков
;;2022-05-08 14:00:00;18;757;3;З;0;-;Облачно с прояснениями, без осадков
;;2022-05-09 02:00:00;2;755;2;Ю;0;-;Облачно, без осадков
;;2022-05-09 14:00:00;20;753;3;Ю-В;0;-;Облачно, без осадков
;;2022-05-10 02:00:00;6;748;4;В;0;-;Облачно, без осадков
;;2022-05-10 14:00:00;19;745;4;В;0.2;57;Облачно, небольшой кратковременный дождь
;;2022-05-11 02:00:00;7;743;3;В;0;-;Облачно, без осадков
;;2022-05-11 14:00:00;18;744;1;Ю-В;0.1;69;Облачно, небольшой кратковременный дождь
;;2022-05-12 02:00:00;5;746;3;З;0;-;Переменная облачность, без осадков
;;2022-05-12 14:00:00;19;745;3;Ю-З;0.4;77;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-05-13 02:00:00;6;740;1;Ю;2.1;72;Облачно, небольшой дождь
;;2022-05-13 14:00:00;17;737;3;Ю-З;0.7;74;Облачно, небольшой дождь
2022-05-08 05:25:06;в 18:16 МСК;2022-05-08 14:00:00;18;757;3;З;0;-;Облачно с прояснениями, без осадков
;;2022-05-09 02:00:00;2;754;2;Ю;0;-;Облачно, без осадков
;;2022-05-09 14:00:00;20;752;3;Ю-В;0;-;Облачно, без осадков
;;2022-05-10 02:00:00;6;747;4;В;0;-;Облачно, без осадков
;;2022-05-10 14:00:00;19;744;4;В;0.2;57;Облачно, небольшой кратковременный дождь
;;2022-05-11 02:00:00;7;743;3;В;0;-;Облачно, без осадков
;;2022-05-11 14:00:00;18;744;1;Ю-В;0.1;69;Облачно, небольшой кратковременный дождь
;;2022-05-12 02:00:00;5;746;3;З;0;-;Переменная облачность, без осадков
;;2022-05-12 14:00:00;19;744;3;Ю-З;0.4;77;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-05-13 02:00:00;6;739;1;Ю;2.1;72;Облачно, небольшой дождь
;;2022-05-13 14:00:00;17;736;3;Ю-З;0.7;74;Облачно, небольшой дождь
;;2022-05-14 02:00:00;5;737;3;Ю;0.3;57;Облачно, временами небольшой дождь
;;2022-05-14 14:00:00;17;740;4;Ю-З;1.1;74;Облачно, небольшой дождь
2022-05-08 21:32:18;в 18:16 МСК;2022-05-08 14:00:00;19;757;3;З;0;-;Облачно с прояснениями, без осадков
;;2022-05-09 02:00:00;2;754;2;Ю;0;-;Переменная облачность, без осадков
;;2022-05-09 14:00:00;21;752;3;Ю;0;-;Облачно, без осадков
;;2022-05-10 02:00:00;5;748;3;В;0;-;Облачно, без осадков
;;2022-05-10 14:00:00;21;744;6;В;0;-;Облачно, без осадков
;;2022-05-11 02:00:00;8;741;3;В;2.1;87;Облачно, небольшой дождь
;;2022-05-11 14:00:00;17;743;2;Ю-В;0.5;65;Облачно, дождь
;;2022-05-12 02:00:00;6;745;2;Ю-З;3.3;83;Переменная облачность, небольшой кратковременный дождь
;;2022-05-12 14:00:00;18;741;3;З;2.3;76;Облачно, дождь
;;2022-05-13 02:00:00;4;737;2;Ю-В;1.3;67;Облачно, небольшой дождь
;;2022-05-13 14:00:00;18;737;2;Ю;1.2;60;Облачно, небольшой дождь
;;2022-05-14 02:00:00;6;735;2;З;1.6;75;Облачно, дождь
;;2022-05-14 14:00:00;17;736;4;З;6;75;Облачно, дождь
2022-05-09 05:25:06;в 18:16 МСК;2022-05-09 14:00:00;21;752;3;Ю;0;-;Облачно, без осадков
;;2022-05-10 02:00:00;5;748;3;В;0;-;Облачно, без осадков
;;2022-05-10 14:00:00;21;744;6;В;0;-;Облачно, без осадков
;;2022-05-11 02:00:00;8;741;3;В;2.1;87;Облачно, небольшой дождь
;;2022-05-11 14:00:00;17;743;2;Ю-В;0.5;65;Облачно, дождь
;;2022-05-12 02:00:00;6;745;2;Ю-З;3.3;83;Переменная облачность, небольшой кратковременный дождь
;;2022-05-12 14:00:00;18;741;3;З;2.3;76;Облачно, дождь
;;2022-05-13 02:00:00;4;737;2;Ю-В;1.3;67;Облачно, небольшой дождь
;;2022-05-13 14:00:00;18;737;2;Ю;1.2;60;Облачно, небольшой дождь
;;2022-05-14 02:00:00;6;735;2;З;1.6;75;Облачно, дождь
;;2022-05-14 14:00:00;17;736;4;З;6;75;Облачно, дождь
;;2022-05-15 02:00:00;5;740;3;С-З;0;-;Переменная облачность, без осадков
;;2022-05-15 14:00:00;19;744;3;С-З;0;-;Переменная облачность, без осадков
2022-05-09 17:25:07;в 10:29 МСК;2022-05-09 14:00:00;22;752;2;Ю;0;-;Переменная облачность, без осадков
;;2022-05-10 02:00:00;5;749;3;В;0;-;Облачно, без осадков
;;2022-05-10 14:00:00;22;746;5;В;0;-;Облачно, без осадков
;;2022-05-11 02:00:00;9;744;3;Ю-В;0.3;87;Облачно, временами дождь
;;2022-05-11 14:00:00;17;745;2;Ю-В;1;79;Облачно, небольшой дождь
;;2022-05-12 02:00:00;6;749;3;З;0;-;Переменная облачность, без осадков
;;2022-05-12 14:00:00;20;747;2;Ю-З;0;-;Облачно, без осадков
;;2022-05-13 02:00:00;6;743;3;Ю-В;0;-;Облачно, без осадков
;;2022-05-13 14:00:00;20;739;4;Ю;0;-;Облачно с прояснениями, без осадков
;;2022-05-14 02:00:00;7;735;2;Ю-В;0.9;60;Облачно, временами небольшой дождь
;;2022-05-14 14:00:00;20;735;1;Ю;0.5;74;Облачно, небольшой дождь
;;2022-05-15 02:00:00;7;736;3;З;0.3;71;Облачно, небольшой дождь
;;2022-05-15 14:00:00;19;740;5;З;0.4;75;Облачно, временами дождь
2022-05-10 06:09:03;в 18:16 МСК;2022-05-10 14:00:00;22;745;5;В;0;-;Облачно, без осадков
;;2022-05-11 02:00:00;9;743;3;Ю-В;0.3;87;Облачно, временами дождь
;;2022-05-11 14:00:00;17;744;2;Ю-В;1;79;Облачно, небольшой дождь
;;2022-05-12 02:00:00;6;748;3;З;0;-;Переменная облачность, без осадков
;;2022-05-12 14:00:00;20;747;2;Ю-З;0;-;Облачно, без осадков
;;2022-05-13 02:00:00;6;742;3;Ю-В;0;-;Облачно, без осадков
;;2022-05-13 14:00:00;20;738;4;Ю;0;-;Облачно с прояснениями, без осадков
;;2022-05-14 02:00:00;7;735;2;Ю-В;0.9;60;Облачно, временами небольшой дождь
;;2022-05-14 14:00:00;20;735;1;Ю;0.5;74;Облачно, небольшой дождь
;;2022-05-15 02:00:00;7;736;3;З;0.3;71;Облачно, небольшой дождь
;;2022-05-15 14:00:00;19;739;5;З;0.4;75;Облачно, временами дождь
;;2022-05-16 02:00:00;6;743;3;З;0;-;Облачно с прояснениями, без осадков
;;2022-05-16 14:00:00;21;744;3;Ю-З;2;74;Облачно, небольшой дождь
2022-05-10 17:25:02;в 10:28 МСК;2022-05-10 14:00:00;22;746;6;В;0;-;Облачно, без осадков
;;2022-05-11 02:00:00;8;743;4;Ю-В;1.4;80;Облачно, дождь
;;2022-05-11 14:00:00;18;743;3;Ю-В;1.6;75;Облачно, небольшой дождь
;;2022-05-12 02:00:00;6;748;4;З;0;-;Облачно с прояснениями, без осадков
;;2022-05-12 14:00:00;19;748;3;Ю-З;0;-;Облачно с прояснениями, без осадков
;;2022-05-13 02:00:00;6;745;4;Ю-В;0;-;Облачно с прояснениями, без осадков
;;2022-05-13 14:00:00;21;740;4;Ю-В;0;-;Облачно, без осадков
;;2022-05-14 02:00:00;6;736;2;Ю-З;0;-;Облачно, без осадков
;;2022-05-14 14:00:00;17;735;4;З;0.1;68;Облачно, небольшой кратковременный дождь
;;2022-05-15 02:00:00;6;737;4;Ю-З;0;-;Облачно с прояснениями, без осадков
;;2022-05-15 14:00:00;20;740;4;Ю-З;0;-;Облачно с прояснениями, без осадков
;;2022-05-16 02:00:00;7;738;0;Ю-В;0.9;61;Облачно, небольшой дождь
;;2022-05-16 14:00:00;19;738;3;З;1.2;61;Облачно, временами небольшой дождь
2022-05-11 05:25:07;в 18:15 МСК;2022-05-11 14:00:00;18;743;3;Ю-В;1.6;75;Облачно, небольшой дождь
;;2022-05-12 02:00:00;6;747;4;З;0;-;Облачно с прояснениями, без осадков
;;2022-05-12 14:00:00;19;747;3;Ю-З;0;-;Облачно с прояснениями, без осадков
;;2022-05-13 02:00:00;6;744;4;Ю-В;0;-;Облачно с прояснениями, без осадков
;;2022-05-13 14:00:00;21;740;4;Ю-В;0;-;Облачно, без осадков
;;2022-05-14 02:00:00;6;736;2;Ю-З;0;-;Облачно, без осадков
;;2022-05-14 14:00:00;17;735;4;З;0.1;68;Облачно, небольшой кратковременный дождь
;;2022-05-15 02:00:00;6;737;4;Ю-З;0;-;Облачно с прояснениями, без осадков
;;2022-05-15 14:00:00;20;739;4;Ю-З;0;-;Облачно с прояснениями, без осадков
;;2022-05-16 02:00:00;7;737;0;Ю-В;0.9;61;Облачно, небольшой дождь
;;2022-05-16 14:00:00;19;737;3;З;1.2;61;Облачно, временами небольшой дождь
;;2022-05-17 02:00:00;7;734;1;З;2.2;74;Облачно, дождь
;;2022-05-17 14:00:00;18;736;5;З;1.2;74;Облачно с прояснениями, небольшой дождь
2022-05-11 17:25:08;в 10:29 МСК;2022-05-11 14:00:00;18;743;3;Ю-В;3;99;Облачно, дождь
;;2022-05-12 02:00:00;5;748;4;Ю-З;0;-;Облачно с прояснениями, без осадков
;;2022-05-12 14:00:00;20;749;3;Ю;0;-;Переменная облачность, без осадков
;;2022-05-13 02:00:00;7;744;3;Ю-В;0;-;Облачно, без осадков
;;2022-05-13 14:00:00;19;740;5;Ю-В;1.6;68;Облачно, небольшой дождь
;;2022-05-14 02:00:00;3;736;3;Ю;0;-;Облачно, без осадков
;;2022-05-14 14:00:00;19;737;4;Ю-З;0.1;73;Облачно, небольшой кратковременный дождь
;;2022-05-15 02:00:00;5;740;3;Ю-З;0;-;Переменная облачность, без осадков
;;2022-05-15 14:00:00;21;739;4;Ю-З;0;-;Облачно, без осадков
;;2022-05-16 02:00:00;6;737;3;Ю-З;0;-;Облачно, без осадков
;;2022-05-16 14:00:00;20;737;4;Ю-З;1.6;79;Облачно, небольшой дождь
;;2022-05-17 02:00:00;6;735;3;Ю-З;7.3;75;Облачно, дождь
;;2022-05-17 14:00:00;20;740;4;Ю-З;0;-;Облачно, без осадков
2022-05-12 05:25:08;в 18:16 МСК;2022-05-12 14:00:00;20;748;3;Ю;0;-;Переменная облачность, без осадков
;;2022-05-13 02:00:00;7;744;3;Ю-В;0;-;Облачно, без осадков
;;2022-05-13 14:00:00;19;740;5;Ю-В;1.6;68;Облачно, небольшой дождь
;;2022-05-14 02:00:00;3;735;3;Ю;0;-;Облачно, без осадков
;;2022-05-14 14:00:00;19;737;4;Ю-З;0.1;73;Облачно, небольшой кратковременный дождь
;;2022-05-15 02:00:00;5;739;3;Ю-З;0;-;Переменная облачность, без осадков
;;2022-05-15 14:00:00;21;738;4;Ю-З;0;-;Облачно, без осадков
;;2022-05-16 02:00:00;6;737;3;Ю-З;0;-;Облачно, без осадков
;;2022-05-16 14:00:00;20;736;4;Ю-З;1.6;79;Облачно, небольшой дождь
;;2022-05-17 02:00:00;6;735;3;Ю-З;7.3;75;Облачно, дождь
;;2022-05-17 14:00:00;20;739;4;Ю-З;0;-;Облачно, без осадков
;;2022-05-18 02:00:00;7;739;2;Ю-З;0;-;Облачно с прояснениями, без осадков
;;2022-05-18 14:00:00;18;738;2;Ю;6.5;74;Облачно, дождь
2022-05-12 17:59:25;в 10:29 МСК;2022-05-12 14:00:00;19;748;3;Ю;0;-;Небольшая облачность, без осадков
;;2022-05-13 02:00:00;7;745;4;Ю-В;0.1;87;Облачно, небольшой кратковременный дождь
;;2022-05-13 14:00:00;19;739;5;Ю-В;2.7;95;Облачно, небольшой дождь
;;2022-05-14 02:00:00;4;734;2;Ю;2.8;91;Облачно, дождь
;;2022-05-14 14:00:00;18;736;5;Ю-З;0.5;78;Облачно, небольшой дождь
;;2022-05-15 02:00:00;5;739;3;Ю-З;0.1;87;Переменная облачность, небольшой кратковременный дождь
;;2022-05-15 14:00:00;21;739;4;Ю-З;0.1;74;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-05-16 02:00:00;6;737;2;Ю;2.2;83;Облачно, небольшой дождь
;;2022-05-16 14:00:00;18;737;2;Ю-З;1.8;83;Облачно, дождь
;;2022-05-17 02:00:00;5;737;3;Ю-З;0.7;70;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-05-17 14:00:00;19;739;3;Ю-З;0.5;61;Облачно с прояснениями, временами небольшой дождь
;;2022-05-18 02:00:00;7;738;3;Ю-З;0;-;Облачно с прояснениями, без осадков
;;2022-05-18 14:00:00;19;737;4;З;14.1;75;Облачно, дождь
2022-05-13 05:25:09;в 18:16 МСК;2022-05-13 14:00:00;19;738;5;Ю-В;2.7;95;Облачно, небольшой дождь
;;2022-05-14 02:00:00;4;733;2;Ю;2.8;91;Облачно, дождь
;;2022-05-14 14:00:00;18;735;5;Ю-З;0.5;78;Облачно, небольшой дождь
;;2022-05-15 02:00:00;5;738;3;Ю-З;0.1;87;Переменная облачность, небольшой кратковременный дождь
;;2022-05-15 14:00:00;21;738;4;Ю-З;0.1;74;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-05-16 02:00:00;6;736;2;Ю;2.2;83;Облачно, небольшой дождь
;;2022-05-16 14:00:00;18;736;2;Ю-З;1.8;83;Облачно, дождь
;;2022-05-17 02:00:00;5;736;3;Ю-З;0.7;70;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-05-17 14:00:00;19;738;3;Ю-З;0.5;61;Облачно с прояснениями, временами небольшой дождь
;;2022-05-18 02:00:00;7;738;3;Ю-З;0;-;Облачно с прояснениями, без осадков
;;2022-05-18 14:00:00;19;737;4;З;14.1;75;Облачно, дождь
;;2022-05-19 02:00:00;5;736;2;З;0.3;74;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-05-19 14:00:00;19;739;4;Ю-З;0.6;74;Облачно с прояснениями, временами дождь
2022-05-13 17:25:08;в 10:29 МСК;2022-05-13 14:00:00;19;739;4;Ю;8.8;90;Облачно, дождь
;;2022-05-14 02:00:00;4;735;3;Ю;0.5;94;Облачно, небольшой кратковременный дождь
;;2022-05-14 14:00:00;18;737;5;Ю-З;0.2;61;Облачно с прояснениями, временами небольшой дождь
;;2022-05-15 02:00:00;5;739;4;Ю-З;0.3;91;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-05-15 14:00:00;18;740;3;Ю-З;2.9;86;Облачно, небольшой дождь
;;2022-05-16 02:00:00;5;737;2;Ю;0.2;86;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-05-16 14:00:00;19;734;2;Ю-В;3.8;87;Облачно, дождь
;;2022-05-17 02:00:00;7;734;2;Ю-З;1.1;83;Переменная облачность, кратковременный дождь
;;2022-05-17 14:00:00;19;735;4;З;4.2;83;Облачно, дождь
;;2022-05-18 02:00:00;6;739;3;Ю-З;0;-;Переменная облачность, без осадков
;;2022-05-18 14:00:00;18;740;4;З;7.1;79;Облачно, дождь
;;2022-05-19 02:00:00;6;742;3;Ю-З;0.1;75;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-05-19 14:00:00;17;747;4;З;0.3;70;Облачно, небольшой кратковременный дождь
2022-05-14 05:25:09;в 18:15 МСК;2022-05-14 14:00:00;18;737;5;Ю-З;0.2;61;Облачно с прояснениями, временами небольшой дождь
;;2022-05-15 02:00:00;5;738;4;Ю-З;0.3;91;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-05-15 14:00:00;18;739;3;Ю-З;2.9;86;Облачно, небольшой дождь
;;2022-05-16 02:00:00;5;737;2;Ю;0.2;86;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-05-16 14:00:00;19;734;2;Ю-В;3.8;87;Облачно, дождь
